username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
YahooFinance;2017-01-24 15:31;13;16;"Why Apple’s primary Chinese supplier might want a US factory https://yhoo.it/2jmvkdo @ JPMangapic.twitter.com/aMWAEEQ0t8";;@;;"824036867687481345";https://twitter.com/YahooFinance/status/824036867687481345
GeemanYip;2017-01-24 15:20;1;11;"Apple's newest laptop is the first Macbook Consumer Reports won't recommend http://huff.to/2io4XjI pic.twitter.com/AJeQjZedea";;;;"824034127758229505";https://twitter.com/GeemanYip/status/824034127758229505
BuzzFeedNews;2017-01-24 15:06;7;21;"Apple will finally help you find your AirPods https://www.buzzfeed.com/blakemontgomery/apple-will-finally-help-you-find-your-airpods?utm_term=.fpxMGDNBn#.mlPR0lEQ1 …pic.twitter.com/hVD3i1aG1u";;;#;"824030525681713152";https://twitter.com/BuzzFeedNews/status/824030525681713152
AustriaPP;2017-01-24 15:05;0;0;"Sicherheitsupdate: Apple patcht Root-Exploits für fast alle Plattformen http://www.golem.de/news/sicherheitsupdate-apple-patcht-root-exploits-fuer-fast-alle-plattformen-1701-125773-rss.html …";;;;"824030273960550400";https://twitter.com/AustriaPP/status/824030273960550400
engadget;2017-01-24 15:05;37;36;"Anyone with a cracked iPhone screen knows what a pain it is to go through Apple to get it repaired. http://engt.co/2jZUtLT";;;;"824030272538742785";https://twitter.com/engadget/status/824030272538742785
engadget;2017-01-24 14:45;22;19;"Apple wants to make app developers less thirsty for reviews http://engt.co/2k0gqKF pic.twitter.com/TjPBOhpGWi";;;;"824025281539219456";https://twitter.com/engadget/status/824025281539219456
engadget;2017-01-24 14:33;25;43;"Apple Watch will dim its bright lights in Theater Mode http://engt.co/2jupqo0 pic.twitter.com/EomUadSlo4";;;;"824022432721813505";https://twitter.com/engadget/status/824022432721813505
olhardigital;2017-01-24 14:30;19;41;"Após ser processada pela Apple, Qualcomm pensa em se vingar abrindo outro processo: http://bit.ly/2jZwWuC pic.twitter.com/lL2TEp1oZE";;;;"824021473266241536";https://twitter.com/olhardigital/status/824021473266241536
Recode;2017-01-24 14:28;8;5;"Qualcomm won’t stop shipping chips for the iPhone even though Apple is suing it for $1 billion. http://www.recode.net/2017/1/23/14364550/qualcomm-apple-suit-countersuit-likely?utm_campaign=recode.social&utm_medium=social&utm_content=recode&utm_source=twitter …";;;;"824021146811015168";https://twitter.com/Recode/status/824021146811015168
USATODAY;2017-01-24 14:19;21;34;"Did Microsoft just out-cool Apple? http://usat.ly/2kqnzAQ pic.twitter.com/8VTF9XPIz9";;;;"824018731198099461";https://twitter.com/USATODAY/status/824018731198099461
marshawright;2017-01-24 14:17;7;6;"Why the Big Apple Turned on Startups in 2016 ... http://www.inc.com/zoe-henry/2016-a-mixed-bag-for-new-york-startups.html … # business # socialmedia # entrepreneurshippic.twitter.com/elxov93BgS";;;# # #;"824018225428070401";https://twitter.com/marshawright/status/824018225428070401
ajkaestner;2017-01-24 14:15;0;0;"Apple: iOS 10.3 sucht nach verlorenen Airpods http://ift.tt/2jOF0fh";;;;"824017811781599233";https://twitter.com/ajkaestner/status/824017811781599233
engadget;2017-01-24 14:02;28;37;"Apple lets App Store developers respond to reviews http://engt.co/2k09zB3 pic.twitter.com/AV6Tljh9ps";;;;"824014518338592768";https://twitter.com/engadget/status/824014518338592768
itmedia_news;2017-01-24 13:31;3;1;"50RT AppleもQualcommを提訴、Qualcommは「根拠なし」と反論 http://www.itmedia.co.jp/news/articles/1701/23/news044.html …";;;;"824006767793188865";https://twitter.com/itmedia_news/status/824006767793188865
engadget;2017-01-24 13:10;31;42;"Apple is bringing the iPhone's night mode to the Mac http://engt.co/2jueZ3R pic.twitter.com/PK0i4J1LI3";;;;"824001479015014401";https://twitter.com/engadget/status/824001479015014401
rauschma;2017-01-24 13:08;12;12;"APFS is coming soon: iOS 10.3 will automatically upgrade your filesystem [Apple is moving to a new filesystem!] http://arstechnica.com/apple/2017/01/ios-10-3-will-be-apples-first-update-to-convert-storage-to-apfs/ …";;;;"824000974809403393";https://twitter.com/rauschma/status/824000974809403393
SFGate;2017-01-24 15:43;0;4;"Apple update helps you find your missing AirPods http://dlvr.it/NBnmvc pic.twitter.com/RGwpDCz1CQ";;;;"824040002388574208";https://twitter.com/SFGate/status/824040002388574208
edaccessible;2017-01-24 15:40;2;3;"Find My AirPods: Apple Now Helps You Locate Your Little Lost Earphone http://ift.tt/2juxKUW # business # newspic.twitter.com/0aEePqHrXX";;;# #;"824039091490656258";https://twitter.com/edaccessible/status/824039091490656258
Martin_Cook_;2017-01-24 15:28;1;2;"# Apple Watch will dim its bright lights in Theater Mode https://www.engadget.com/2017/01/24/apple-watch-will-dim-its-bright-lights-in-theater-mode/ …";;;#;"824036085252636672";https://twitter.com/Martin_Cook_/status/824036085252636672
