username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Inc;2016-09-10 16:35;30;20;"Apple Unveils New iPhone, May Push for a Wireless Future http://on.inc.com/2c8aUi4";;;;"774753193167314944";https://twitter.com/Inc/status/774753193167314944
Newsweek;2016-09-10 16:30;14;14;"Take a look at the differences between Apple's new iPhone 7 and 7 Plus http://bit.ly/2c9vB2y pic.twitter.com/8LwPG90sSN";;;;"774751827564728320";https://twitter.com/Newsweek/status/774751827564728320
BuzzFeedNews;2016-09-10 16:16;5;32;"Apple’s Strategy Is Innovation By A Thousand Tweaks https://www.buzzfeed.com/charliewarzel/apples-strategy-is-innovation-by-a-thousand-tweaks?utm_term=.cyaN5P0e1a#.qc602jkXQD …pic.twitter.com/wp54gQH4jT";;;#;"774748509908013056";https://twitter.com/BuzzFeedNews/status/774748509908013056
businessinsider;2016-09-10 16:11;18;17;"Everything you need to know about Apple's new AirPods http://read.bi/2cjGold pic.twitter.com/rtyP54ScTH";;;;"774747096435953664";https://twitter.com/businessinsider/status/774747096435953664
lopezdoriga;2016-09-10 16:00;30;67;"Hasta Pokémon y Mario Bros presentaron novedades durante el evento de Apple http://goo.gl/qnydFQ pic.twitter.com/AQKbKS8DGM";;;;"774744413348040706";https://twitter.com/lopezdoriga/status/774744413348040706
CBCNews;2016-09-10 16:00;28;44;"Apple be damned: the humble headphone jack has survived for more than a century http://www.cbc.ca/1.3755120 pic.twitter.com/C8loTP8Uow";;;;"774744346704941056";https://twitter.com/CBCNews/status/774744346704941056
CKinstitute;2016-09-10 16:00;10;12;"Microsoft and allies ranging from Apple to the ACLU are coming together in the name of privacy and transparency: http://bit.ly/2c8Z6OJ";;;;"774744273983987714";https://twitter.com/CKinstitute/status/774744273983987714
Hoodairmed;2016-09-10 15:46;6;12;"AirPods Safety Strap looks like a joke, but it's the help Apple needs # tech http://on.mash.to/2cti6Kl pic.twitter.com/0zaNg4AKYp";;;#;"774740791386378240";https://twitter.com/Hoodairmed/status/774740791386378240
matthewstoller;2016-09-10 15:36;7;7;"Europeans forcing Apple to pay taxes have a compelling rationale. http://www.reuters.com/article/us-eu-taxavoidance-idUSKCN11G0AB …";;;;"774738415501934593";https://twitter.com/matthewstoller/status/774738415501934593
WIRED;2016-09-10 15:32;50;89;"With the iPhone 7, Apple makes dual cameras the new normal: http://bit.ly/2cf4VIw pic.twitter.com/AZDjDkttnK";;;;"774737307102511104";https://twitter.com/WIRED/status/774737307102511104
CNET;2016-09-10 15:21;16;19;"Sorry, # PokemonGo isn't the Apple Watch's killer app http://cnet.co/2c0qAD0 pic.twitter.com/RcNc7mg8h4";;;#;"774734448717918208";https://twitter.com/CNET/status/774734448717918208
