username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
FastCompany;2016-08-26 16:58;21;12;"Apple acquires personal health data startup Gliimpse: http://buff.ly/2bGnmKn";;;;"769323065226526721";https://twitter.com/FastCompany/status/769323065226526721
welt;2016-08-26 16:56;1;3;"Apple geknackt: Dieser Spionage-Software gelang das Unmögliche http://to.welt.de/ySZ34Sn pic.twitter.com/ljPzlp3lZF";;;;"769322637176741888";https://twitter.com/welt/status/769322637176741888
CNET;2016-08-26 16:55;24;8;"Are Apple's friends becoming Spotify's enemies? http://cnet.co/2bNqx0r pic.twitter.com/l1TYvnzT7y";;;;"769322285731868672";https://twitter.com/CNET/status/769322285731868672
20Minutes;2016-08-26 16:41;26;14;"# Rediff Apple met à jour ses appareils après l'espionnage d'un Emirati par un logiciel ... http://ebx.sh/2bmPCwu pic.twitter.com/2B3cq3GO7C";;;#;"769318909350670336";https://twitter.com/20Minutes/status/769318909350670336
MarketWatch;2016-08-26 16:37;25;25;"We're in the third bull market of Apple’s stock since Tim Cook took control as CEO http://on.mktw.net/2bN3enm pic.twitter.com/QI2ieRSGOa";;;;"769317979712528385";https://twitter.com/MarketWatch/status/769317979712528385
mashable;2016-08-26 16:37;98;104;"Apple, Facebook and other major tech companies are now signed on to the White House pledge for equal pay. http://on.mash.to/2cfVrBn";;;;"769317933361356802";https://twitter.com/mashable/status/769317933361356802
CNET;2016-08-26 16:31;12;4;"Apple Byte's giveaway has a prize that keeps on streaming! Enter here (no purchase req) http://cnet.co/AppleByteSweeps pic.twitter.com/kBsrYQIWOa";;;;"769316245938274304";https://twitter.com/CNET/status/769316245938274304
sopitas;2016-08-26 16:21;8;34;"Acusan a Spotify de ir contra los artistas que dan exclusivas a Apple Music... ¿Síííí? http://bit.ly/2bEF135 pic.twitter.com/lxrlTbDuoa";;;;"769313740390969344";https://twitter.com/sopitas/status/769313740390969344
WIRED;2016-08-26 16:12;89;99;"Apple, Facebook, and Microsoft have signed the White House Equal Pay Pledge. But now comes the real work. http://bit.ly/2bWzlPG";;;;"769311577531097088";https://twitter.com/WIRED/status/769311577531097088
CNNPolitics;2016-08-26 15:49;135;233;"Apple, Facebook and Target sign the White House's Equal Pay Pledge on # WomensEqualityDay http://cnn.it/2bovKxr pic.twitter.com/5vI24txff4";;;#;"769305676103442432";https://twitter.com/CNNPolitics/status/769305676103442432
RTLFrance;2016-08-26 15:29;13;7;"# Apple met à jour ses # iPhone et # iPad pour contrer un logiciel espion sophistiqué > http://bit.ly/2bmcpby pic.twitter.com/5pXfTtgGQ7";;;# # #;"769300850636382208";https://twitter.com/RTLFrance/status/769300850636382208
bpolitics;2016-08-26 15:28;2;4;"Apple and GM join the White House initiative to address gender pay gap http://bloom.bg/2bpfCMa";;;;"769300393666940928";https://twitter.com/bpolitics/status/769300393666940928
andreasvbeek;2016-08-26 15:21;0;1;"'Apple werkt aan sociale videoapp' http://www.telegraaf.nl/digitaal/26480153/___Apple_werkt_aan_sociale_videoapp___.html … | https://twibble.io pic.twitter.com/nJvTRQqpie";;;;"769298710597660673";https://twitter.com/andreasvbeek/status/769298710597660673
om;2016-08-26 15:16;22;12;"I am surprised this hasn’t gotten more scrutiny especially since privacy & security are big for Apple & its strategy https://www.washingtonpost.com/news/the-switch/wp/2016/08/25/this-malware-sold-to-governments-helped-them-spy-on-iphones/ …";;;;"769297370508955648";https://twitter.com/om/status/769297370508955648
cnntech;2016-08-26 15:10;10;8;"Apple, @ Target and others signed a White House equal pay pledge: http://cnnmon.ie/2bDAE8w pic.twitter.com/n4jXAXwENw";;@;;"769295864301031424";https://twitter.com/cnntech/status/769295864301031424
ForbesTech;2016-08-26 15:00;68;47;"These 55 companies--including Apple and Microsoft--have committed to equal pay for women http://on.forbes.com/6019BNNXb pic.twitter.com/yVNy3nCbOp";;;;"769293350126116865";https://twitter.com/ForbesTech/status/769293350126116865
Milenio;2016-08-26 14:27;23;12;"# ATENTOS | Alerta Apple de poderoso programa espía oculto en # iPhone http://mile.io/2bT5UiO pic.twitter.com/xWxKQ5PyvA";;;# #;"769285065553551360";https://twitter.com/Milenio/status/769285065553551360
EwaMatuszewski;2016-08-26 16:59;0;3;"Exclusive: Apple acquires personal health data startup Gliimpse https://www.fastcompany.com/3062865/apple-acquires-health-data-startup-gliimpse … by @ chrissyfarr @ thesullivan @ fastcompany /";;@ @ @;;"769323419011780608";https://twitter.com/EwaMatuszewski/status/769323419011780608
sharemindfully;2016-08-26 16:39;2;2;"Apple, Facebook join White House pledge for equal pay http://mashable.com/2016/08/26/white-house-equal-pay-tech-companies/#EgXRry3BS05c … via @ mashable";;@;#EgXRry3BS05c;"769318382281691136";https://twitter.com/sharemindfully/status/769318382281691136
luisdetorres66;2016-08-26 16:23;7;3;"Apple, Microsoft y Facebook prometen pagar lo mismo a hombres y mujeres @ elmundoes http://www.elmundo.es/tecnologia/2016/08/27/57c0c6f1268e3e724d8b4607.html …pic.twitter.com/ocVkMnKCJd";;@;;"769314286044839936";https://twitter.com/luisdetorres66/status/769314286044839936
CNET_Es;2016-08-26 16:15;3;3;"Spotify pone 'mute' a músicos aliados con Apple Music: reporte http://cnetes.co/2bGGK9P";;;;"769312217242165249";https://twitter.com/CNET_Es/status/769312217242165249
joseluisortegaz;2016-08-26 16:14;0;2;"FOX Sports Go hits Apple TV, allows viewing of 4 games at once and Fox Deportes. http://tcrn.ch/2bmk8ct # sportsbizpic.twitter.com/hdOOdvaNAe";;;#;"769312181565349888";https://twitter.com/joseluisortegaz/status/769312181565349888
FoxBusiness;2016-08-26 16:11;3;6;"Better Buy: Fitbit Inc. vs. Apple http://fxn.ws/2cgdLdQ";;;;"769311439097999360";https://twitter.com/FoxBusiness/status/769311439097999360
CiaPint;2016-08-26 16:06;2;2;"How to clear space on your # iPhone without deleting # photos # storage # Apple http://www.cbsnews.com/news/how-to-clear-space-on-your-iphone-without-deleting-photos/ …";;;# # # #;"769310162347782144";https://twitter.com/CiaPint/status/769310162347782144
