username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
leeannallman;2016-06-10 16:59;3;2;"Man dressed as Apple Genius steals $16,000 in iPhones from Apple store | Fox News | http://fxn.ws/1U4EEAu pic.twitter.com/JColm4jqOv";;;;"741419593504313344";https://twitter.com/leeannallman/status/741419593504313344
FastCompany;2016-06-10 16:47;20;18;"The future of the Apple Watch? http://buff.ly/1Yfgvql pic.twitter.com/8HdiGmTxTX";;;;"741416430495760385";https://twitter.com/FastCompany/status/741416430495760385
rachelgriffin22;2016-06-10 16:42;10;23;"Thrilled that We Have Apples (mental health musical I wrote) will have a concert at @ NYTheatreBarn on July 18th!https://www.washingtonpost.com/video/entertainment/ending-the-stigma-musical-takes-on-mental-health/2016/06/01/41e553bc-072f-11e6-bfed-ef65dff5970d_video.html …";;@;;"741415286990082048";https://twitter.com/rachelgriffin22/status/741415286990082048
TheAtlantic;2016-06-10 16:38;18;39;"What it was like to write speeches for Apple executives http://theatln.tc/1ti4CUP pic.twitter.com/hjH2qG3vDW";;;;"741414276448038914";https://twitter.com/TheAtlantic/status/741414276448038914
HuffPostCanada;2016-06-10 16:32;2;6;"Thief uses "genius" trick to lift $16K in iPhones from Apple Store http://huff.to/1sylqqK pic.twitter.com/lIh2oLwGwM";;;;"741412636731019265";https://twitter.com/HuffPostCanada/status/741412636731019265
es_engadget;2016-06-10 16:30;3;4;"Destacado: Roban en las Apple Store vestidos como empleados - http://es.engadget.com/2016/06/10/roban-apple-store-vestidos-empleados/ …pic.twitter.com/zpwk3oAodM";;;;"741412166104846336";https://twitter.com/es_engadget/status/741412166104846336
evankirstel;2016-06-10 16:20;4;1;"Intel Gets Chip Order From Apple, Its First Major Mobile Win on @ business http://www.bloomberg.com/news/articles/2016-06-10/intel-said-to-get-chip-order-from-apple-first-major-mobile-win …pic.twitter.com/Im7ze2SqIH";;@;;"741409691683553281";https://twitter.com/evankirstel/status/741409691683553281
TheRegister;2016-06-10 16:11;29;11;"Thief dresses as Apple Store drone, walks off with $16,000 in iGear http://reg.cx/2mqb";;;;"741407477191868424";https://twitter.com/TheRegister/status/741407477191868424
chipwoods;2016-06-10 15:55;14;6;"Nancy Pelosi: Federal government, not Steve Jobs, ‘invented’ Apple’s iPhone -she's absolutely insane! http://go.shr.lc/1rfvdR2  - @ washtimes";;@;;"741403399619543040";https://twitter.com/chipwoods/status/741403399619543040
gadgetlab;2016-06-10 15:48;30;22;"How to watch Apple’s WWDC 2016 keynote on Monday morning http://www.wired.com/2016/06/how-to-watch-wwdc-2016/ …pic.twitter.com/sO63Gv4VSc";;;;"741401670127603716";https://twitter.com/gadgetlab/status/741401670127603716
businessinsider;2016-06-10 15:35;104;72;"The spaceship has landed — Apple's $5 billion campus is starting to look stunning http://read.bi/1VRvmHi pic.twitter.com/wZ4p089n16";;;;"741398380119785472";https://twitter.com/businessinsider/status/741398380119785472
designneverdies;2016-06-10 15:00;1;1;"Just to get started on the hype towards Apple's WWDC announcements next week http://buff.ly/25RJe79 # tech # apple";;;# #;"741389477776662528";https://twitter.com/designneverdies/status/741389477776662528
Rosenrosen;2016-06-10 14:51;11;8;"Here's why @ Amazon, @ Google & # Apple are fighting over voice-activated # smarthome devices: http://ow.ly/voYQ301964Q pic.twitter.com/FbLYLLyIvT";;@ @;# #;"741387444851875840";https://twitter.com/Rosenrosen/status/741387444851875840
FinancialTimes;2016-06-10 14:26;4;5;"Week ahead: Fed, Apple and BoE http://on.ft.com/1XMuaXt";;;;"741381115156500480";https://twitter.com/FinancialTimes/status/741381115156500480
johnschneider58;2016-06-10 16:31;1;0;"Apple Artificial Intelligence SIRI losing to competitors, Financial Times may require subscription http://bit.ly/22ZoIji";;;;"741412384070377472";https://twitter.com/johnschneider58/status/741412384070377472
Gadgets360;2016-06-10 16:30;8;4;"Apple to Announce iMessage for Android at WWDC 2016: Report http://gadgets.ndtv.com/apps/news/apple-to-announce-imesssage-for-android-at-wwdc-2016-report-847431 …";;;;"741412148765548545";https://twitter.com/Gadgets360/status/741412148765548545
nytimesbusiness;2016-06-10 16:29;0;1;"There are signs that Apple wants to improve its relationship with app makers. http://nyti.ms/1Ub1pQ4 pic.twitter.com/57eZ0qsNQw";;;;"741411903923212288";https://twitter.com/nytimesbusiness/status/741411903923212288
ElReg;2016-06-10 16:11;2;1;"Thief dresses as Apple Store drone, walks off with $16,000 in iGear http://reg.cx/2mqb";;;;"741407479347744768";https://twitter.com/ElReg/status/741407479347744768
SAI;2016-06-10 15:35;30;24;"The spaceship has landed — Apple's $5 billion campus is starting to look stunning http://read.bi/1VRvmHi pic.twitter.com/guONcnUebU";;;;"741398386360848385";https://twitter.com/SAI/status/741398386360848385
ElFinanciero_Mx;2016-06-10 15:13;4;3;"# Tech @ amazon lanzará competencia a @ Spotify y Apple Music http://bitly.com/1UId5Xx pic.twitter.com/Q7K7VAWXty";;@ @;#;"741392817482649600";https://twitter.com/ElFinanciero_Mx/status/741392817482649600
TheStreet;2016-06-10 15:12;2;4;"Intel looks to end mobile frustration with deal to supply Apple's iPhones http://bit.ly/25SBy4I";;;;"741392535701082112";https://twitter.com/TheStreet/status/741392535701082112
USATODAY;2016-06-10 14:08;36;17;"Yikes! Crooks disguised as Apple Store employees steal iPhones http://usat.ly/1UI42pC";;;;"741376609995919360";https://twitter.com/USATODAY/status/741376609995919360
