username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
globeandmail;2014-08-26 15:28;19;17;"Travelling from San Diego to Whistler in a Tesla, @ CheneyDrive experiences a revelation http://trib.al/FiVVZxG pic.twitter.com/JEZxyTTiiH";;@;;"504394936968826880";https://twitter.com/globeandmail/status/504394936968826880
elektroautor;2014-08-26 13:57;5;2;"Tesla contra Auto Motor & Sport: Reichweiten-Diskussion: Zoff in der Elektroauto-Szene http://www.focus.de/auto/elektroauto/tesla-contra-auto-motor-sport-reichweiten-diskussion-zoff-in-der-elektroauto-szene_id_4087017.html … via @ focusonline";;@;;"504371971719569408";https://twitter.com/elektroautor/status/504371971719569408
_mingerer_;2014-08-26 10:24;0;0;"@ ZoePionierin Interessant, @ amsonline im Winter: Mit 20 bis 26 kWh pro 100 km ist das Tesla Model S sehr sparsam. http://www.auto-motor-und-sport.de/einzeltests/tesla-model-s-elektroauto-im-alpenextremtest-7774998.html …";;@ @;;"504318522382876673";https://twitter.com/_mingerer_/status/504318522382876673
MarketWatch;2014-08-26 10:11;8;9;"Guess who owns the world's only purple Tesla? http://on.mktw.net/1tG4ASb";;;;"504315154881064961";https://twitter.com/MarketWatch/status/504315154881064961
es_engadget;2014-08-26 00:38;15;5;"Tesla tendrá 12 estaciones de carga en España a finales del 2015 - http://engt.co/1mLykIk pic.twitter.com/Xpp9IRpFl1";;;;"504171022640484353";https://twitter.com/es_engadget/status/504171022640484353
Slate;2014-08-25 21:28;11;22;"How a pair of Tesla owners got Elon Musk's attention: http://slate.me/1lsZwAu";;;;"504123156647669760";https://twitter.com/Slate/status/504123156647669760
FRIENDNLIFE;2014-08-26 15:53;3;3;"Tesla Owners' Full-Page Newspaper Ad Gets Elon Musk's Attention - http://huff.to/VN1pf4";;;;"504401193284534272";https://twitter.com/FRIENDNLIFE/status/504401193284534272
EAutoTV;2014-08-26 12:12;2;0;"RT @ Schrotthandel_: Tesla contra Auto Motor & Sport - Reichweiten-Diskussion: Zoff in der Elektroauto-Szene http://ift.tt/1mNWjGN";;@;;"504345613949886464";https://twitter.com/EAutoTV/status/504345613949886464
jamiekingfit;2014-08-26 11:58;1;3;"I drive a dented pickup, what does it say about me as entrepreneur? @ rainforestbook: Why I Drive Anti-Tesla http://onforb.es/1px6xAm @ forbes";;@ @;;"504342059210117120";https://twitter.com/jamiekingfit/status/504342059210117120
youngstapreneur;2014-08-26 00:54;1;3;"Like Steve Jobs, Tesla CEO Elon Musk is not too busy to send personal replies to customers http://venturebeat.com/2014/08/25/like-steve-jobs-tesla-ceo-elon-musk-is-not-too-busy-to-send-personal-emails-to-customers/ …";;;;"504174915998978048";https://twitter.com/youngstapreneur/status/504174915998978048
SeekingAlpha;2014-08-25 22:30;2;0;"Under What Assumptions Is Tesla Trading At Fair Value? http://seekingalpha.com/article/2450125-under-what-assumptions-is-tesla-trading-at-fair-value?source=feed_f … $ TSLA";;;;"504138717523501056";https://twitter.com/SeekingAlpha/status/504138717523501056
karalee;2014-08-25 19:11;1;1;"Tesla's building its network of chargers here in Australia. Let's hope it then makes an affordable model http://www.theregister.co.uk/2014/08/21/tesla_plots_free_charge_stations_for_oz/ …";;;;"504088723391135744";https://twitter.com/karalee/status/504088723391135744
warmoth;2014-08-25 18:00;0;1;"He gets more lovable by the interview: RT @ briantruitt George R.R. Martin hates 'the selfies,' owns a purple Tesla http://usat.ly/1pZpag4";;@;;"504070888460152832";https://twitter.com/warmoth/status/504070888460152832
LauraTaves;2014-08-25 17:56;0;0;"Follow a Tesla's journey from San Diego to Whistler. Will a car that relies on charging stations make it?http://fw.to/OBbBahO";;;;"504069859785711616";https://twitter.com/LauraTaves/status/504069859785711616
