username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ClimateReality;2017-03-11 15:14;180;271;"Tesla will begin selling its solar roof this year — here's everything you need to know http://read.bi/2m0xPns";;;;"840702375027445760";https://twitter.com/ClimateReality/status/840702375027445760
Participant;2017-03-11 15:00;7;14;"Tesla's Elon Musk offered to save Australia from blackouts by installing $25M of battery storage within 100 days. http://reut.rs/2mvapGC";;;;"840698863375785984";https://twitter.com/Participant/status/840698863375785984
business;2017-03-11 14:46;38;46;"Lexus's newest hybrid sedan is aimed squarely at Mercedes and Tesla http://bloom.bg/2mNGyJL pic.twitter.com/l336EJcVd7";;;;"840695467113631744";https://twitter.com/business/status/840695467113631744
aktionaer;2017-03-11 14:25;0;2;"Grafik zeigt eindrucksvoll Konkurrenzsituation für Tesla durch BMW und Co ab 2018. Hinzu kommen Ford,GM,Volvo,... http://tiny.li/Mqge pic.twitter.com/MwpuQh8um6";;;;"840690286607159296";https://twitter.com/aktionaer/status/840690286607159296
MikeHudema;2017-03-11 13:43;87;106;"BAM! Tesla will power a Hawaiian island with 54,000 # solar panels & giant batteries http://buff.ly/2mdqfmH # cdnpoli # renewables # go100repic.twitter.com/V2zL9no3Ht";;;# # # #;"840679484735012865";https://twitter.com/MikeHudema/status/840679484735012865
Reuters;2017-03-11 04:35;85;142;"Tesla's Musk discusses energy proposal with South Australian government http://reut.rs/2mwH7Y7 pic.twitter.com/r2c7jUYCHa";;;;"840541585821597697";https://twitter.com/Reuters/status/840541585821597697
es_engadget;2017-03-11 02:30;11;27;"Tesla se convierte en el proveedor de electricidad más barato de Hawái - http://es.engadget.com/2017/03/11/tesla-electricidad-hawai-solarcity/ …pic.twitter.com/eneCld5bBa";;;;"840510120270401537";https://twitter.com/es_engadget/status/840510120270401537
welt;2017-03-11 00:47;11;15;"Tesla-Chef Elon Musk: "Probleme lösen wir in 100 Tagen – oder es ist kostenlos" http://to.welt.de/E9Uj7gR pic.twitter.com/wgt1bxXyEB";;;;"840484250797383680";https://twitter.com/welt/status/840484250797383680
MSMWatchdog2013;2017-03-10 22:59;11;13;"Top story: Tesla's energy proposal for South Australia should not be ignored: G… http://www.abc.net.au/news/2017-03-11/tesla-storage-proposal-for-sa-should-not-be-ignored/8344730 …, see more http://tweetedtimes.com/MSMWatchdog2013?s=tnp …";;;;"840457159997554692";https://twitter.com/MSMWatchdog2013/status/840457159997554692
KetanJ0;2017-03-10 21:35;13;11;"Tesla's new solar energy station will power Hawaii at night http://ow.ly/WWBb309JceD";;;;"840435885141286912";https://twitter.com/KetanJ0/status/840435885141286912
Forbes;2017-03-10 20:30;36;79;"Future Tesla Model 3 buyers may currently be Joe Toyotas, and this is bad news for the company http://on.forbes.com/60128kGq6 pic.twitter.com/MdYpaluEyV";;;;"840419516895117313";https://twitter.com/Forbes/status/840419516895117313
theUNCLEdaily;2017-03-10 20:00;53;43;"This is happening. How about turning Holden into a Tesla factory, help out the SA economy? # sapol # auspolhttp://www.abc.net.au/news/2017-03-11/tesla-storage-proposal-for-sa-should-not-be-ignored/8344730 …";;;# #;"840412091987058689";https://twitter.com/theUNCLEdaily/status/840412091987058689
technology;2017-03-10 19:58;14;17;"Argentina's lithium superpower ambition is good news for Tesla http://bloom.bg/2mcuFtN pic.twitter.com/pslsrqCOUa";;;;"840411589614436352";https://twitter.com/technology/status/840411589614436352
7NewsMelbourne;2017-03-10 19:34;23;41;"Greens senator Sarah Hanson-Young says South Australia should accept a proposal from Tesla chief Elon Musk. https://yhoo.it/2noMkyK # 7Newspic.twitter.com/w9bdb1V0Q1";;;#;"840405525917519872";https://twitter.com/7NewsMelbourne/status/840405525917519872
mashable;2017-03-10 19:18;30;67;"Oh, nothing, just a Tesla Model 3 prototype driving down the street ... http://on.mash.to/2n8zLeN";;;;"840401519912615937";https://twitter.com/mashable/status/840401519912615937
TechCrunch;2017-03-10 17:02;52;74;"Tesla’s Kauai solar storage facility offers a glimpse of the company’s future http://tcrn.ch/2m8qMp1 pic.twitter.com/zs7EEzID3f";;;;"840367191891533824";https://twitter.com/TechCrunch/status/840367191891533824
aditinook;2017-03-10 16:01;0;0;"Tech # weeklyroundup: wikileaks, $$ for # airbnb & # instacart, # tesla's Hyperloop demo & Kauai solar and # googlenexthttp://tcrn.ch/2n8Ptql";;;# # # # #;"840352060486823936";https://twitter.com/aditinook/status/840352060486823936
ChevBolt;2017-03-11 15:25;4;8;"The history of the Bolt...worth reading:How GM Beat Tesla to the First True Mass-Market Electric Car | WIRED https://www.wired.com/2016/01/gm-electric-car-chevy-bolt-mary-barra/ …";;;;"840705284439982081";https://twitter.com/ChevBolt/status/840705284439982081
ABCemergency;2017-03-11 12:11;7;5;"# Tesla's offer: How # SouthAus's power network could benefit from # energystorage http://ab.co/2md1F4e pic.twitter.com/Q4hOdBaYJI";;;# # #;"840656444550656000";https://twitter.com/ABCemergency/status/840656444550656000
Verdoier;2017-03-11 11:13;4;6;"Tesla battery packs power the Hawaiian island of Kauai after dark # solar # renewables # sustainablility # technologyhttp://cnb.cx/2mmU3zv";;;# # # #;"840641915070627840";https://twitter.com/Verdoier/status/840641915070627840
chixtumanitue;2017-03-11 08:57;15;18;"Tesla is powering the Hawaiian island of Kauai with more than 54,000 solar panels and its giant battery packs http://uk.businessinsider.com/tesla-unveils-kauai-hawaii-solar-project-2017-3?utm_content=buffer38b98&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer-ti&r=US&IR=T …pic.twitter.com/91jWLTEmqM";;;;"840607554195591169";https://twitter.com/chixtumanitue/status/840607554195591169
cmartingar;2017-03-11 02:39;12;10;"Tesla se convierte en el proveedor de electricidad más barato de Hawái http://dlvr.it/Nbgxhj pic.twitter.com/z5kWVymnhL";;;;"840512430056775682";https://twitter.com/cmartingar/status/840512430056775682
shasnie;2017-03-10 23:44;5;9;"Interesting Tesla proposal https://arstechnica.com/business/2017/03/elon-musk-on-batteries-for-australia-installed-in-100-days-or-it-is-free/ … # shasnie-Australiapic.twitter.com/L9sPiqYhnQ";;;#;"840468376916918277";https://twitter.com/shasnie/status/840468376916918277
ReutersBiz;2017-03-10 23:34;17;25;"Tesla's Musk discusses energy proposal with South Australian government http://reut.rs/2lMZEk4";;;;"840465938822578176";https://twitter.com/ReutersBiz/status/840465938822578176
australian;2017-03-10 20:39;10;13;"Tesla’s Elon Musk supercharges Australia's energy debate http://bit.ly/2mab5xr";;;;"840421918666850305";https://twitter.com/australian/status/840421918666850305
MarkEakin;2017-03-10 19:55;11;13;"Tesla will power a Hawaiian island with 54,000 solar panels and its giant batteries http://read.bi/2n7CVwb  via @ sai";;@;;"840410781602729985";https://twitter.com/MarkEakin/status/840410781602729985
canberratimes;2017-03-10 18:40;4;4;"Aussie billionaire asks Elon Musk for 'mates rates' in Tesla's Aussie energy plan http://www.canberratimes.com.au/technology/technology-news/atlassian-cofounder-mike-cannonbrookes-offers-to-find-funding-for-teslas-aussie-energy-plan-20170310-guv9pj.html …";;;;"840391832823517185";https://twitter.com/canberratimes/status/840391832823517185
KetanJ0;2017-03-10 18:35;3;4;"Will electric cars soon have solar roofs? Toyota and Tesla say yes. http://ow.ly/REp6309Jae5";;;;"840390589434728448";https://twitter.com/KetanJ0/status/840390589434728448
