username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ITS_Services;2015-12-01 04:56;0;1;"# Tesla verliert # Autopilot- # Chefentwickler an # Google http://tinyurl.com/q6djnxe # RobertRose # CarIntelligence # SmartCar # Digitalisierung # www";;;# # # # # # # # #;"671674265792565248";https://twitter.com/ITS_Services/status/671674265792565248
RobRe62;2015-12-01 04:27;0;0;"Google snags former Tesla Autopilot # engineering manager Robert Rose http://tcrn.ch/1Q9hQep  pic.twitter.com/h0eME1duob VIA @ TechCrunch";;@;#;"671666957259816960";https://twitter.com/RobRe62/status/671666957259816960
techreview_De;2015-12-01 02:52;0;3;"Autonomer # Tesla-Betrieb soll sicherer werden: Restriktionen bei Autopilot-Funktion geplant http://www.heise.de/tr/artikel/Autonomer-Tesla-Betrieb-soll-sicherer-werden-3010470.html …pic.twitter.com/NjNaKhMp4i";;;#;"671643099517616128";https://twitter.com/techreview_De/status/671643099517616128
4scottycom;2015-12-01 00:53;0;0;"Vorm War for Talents ist auch # Tesla nicht gefeit: Ihr Chefentwickler wechselt zu Google. via @ GolemRedaktionhttp://bit.ly/1LKCdZ3";;@;#;"671612990907658240";https://twitter.com/4scottycom/status/671612990907658240
TechCrunch;2015-12-01 03:39;76;80;"Google snags former Tesla Autopilot engineering manager Robert Rose http://tcrn.ch/1Q9hQep pic.twitter.com/qcQQwxgZ2o";;;;"671654741282279424";https://twitter.com/TechCrunch/status/671654741282279424
es_engadget;2015-12-01 01:55;10;3;"Google ficha a un importantísimo ingeniero jefe de Tesla - http://es.engadget.com/2015/12/01/google-ficha-ingeniero-jefe-de-tesla/ …pic.twitter.com/dmbaBWHGGO";;;;"671628570079469568";https://twitter.com/es_engadget/status/671628570079469568
jptechcrunch;2015-11-30 19:05;11;14;"Teslaで自動操縦のソフトウェアを担当していた技術マネージャRobert RoseをGoogleが引っこ抜く http://tcrn.ch/1IxNThz pic.twitter.com/3vYuIbW0Hx";;;;"671525481813032960";https://twitter.com/jptechcrunch/status/671525481813032960
businessinsider;2015-11-30 17:12;15;12;"The guy from Tesla that Google hired isn't working on self-driving cars http://read.bi/1QQxP2k pic.twitter.com/rpphMM1D1s";;;;"671496950571737088";https://twitter.com/businessinsider/status/671496950571737088
jasoncreation;2015-11-30 16:02;3;3;"Google hires Tesla's Autopilot engineering manager http://on.mash.to/1Q9DPlc # techpic.twitter.com/VXYs76118e";;;#;"671479542549090304";https://twitter.com/jasoncreation/status/671479542549090304
Hoodairmed;2015-11-30 16:01;3;4;"Google hires Tesla's Autopilot engineering manager # tech http://on.mash.to/1RhHRJ6 pic.twitter.com/fc2cDylt8L";;;#;"671479224570650624";https://twitter.com/Hoodairmed/status/671479224570650624
