username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
latimes;2014-10-16 14:30;20;5;"Tesla's Model X SUV could be delayed again. Why that might be a good thing for investors: http://lat.ms/1ubs0N9";;;;"522862112516112384";https://twitter.com/latimes/status/522862112516112384
dallasnews;2014-10-16 12:45;6;1;"Tesla CEO Elon Musk says company might need franchised dealers after all http://d-news.co/CSl5o pic.twitter.com/s5WqjkHYXT";;;;"522835700576956416";https://twitter.com/dallasnews/status/522835700576956416
Tweetermeyer;2014-10-16 11:49;1;1;"Marchionne says the auto industry has taken Tesla's accomplishments "incredibly lightly." True, in some quarters... http://www.usatoday.com/story/money/cars/2014/10/14/tesla-musk-patents/17247723/ …";;;;"522821565331685376";https://twitter.com/Tweetermeyer/status/522821565331685376
businessinsider;2014-10-16 11:15;19;11;"Tesla's SUV could be late — and here's why that's good news http://read.bi/101TygE pic.twitter.com/X5trwe4ndd";;;;"522812994733211648";https://twitter.com/businessinsider/status/522812994733211648
hblodget;2014-10-16 10:47;11;11;"VASTLY more excited for Tesla pickup truck than thinner iPad http://www.businessinsider.com/tesla-pickup-truck-2013-11 …";;;;"522806156675538944";https://twitter.com/hblodget/status/522806156675538944
businessinsider;2014-10-16 10:45;27;19;"Morgan Stanley: Get ready for a Tesla pickup truck! http://read.bi/ZGs5jP pic.twitter.com/j5wW5dB7iV";;;;"522805667867164672";https://twitter.com/businessinsider/status/522805667867164672
UUtah;2014-10-16 10:21;2;1;"# UofU's Reid Ewing is quoted in this @ wired story on how # Tesla's self-driving car may lead to urban-sprawl renewal: http://www.wired.com/2014/10/tesla-self-driving-car-sprawl/ …";;@;# #;"522799414369214465";https://twitter.com/UUtah/status/522799414369214465
SAI;2014-10-16 11:15;4;0;"Tesla's SUV could be late — and here's why that's good news http://read.bi/101TygE pic.twitter.com/FGR1PGkVQz";;;;"522812999711870976";https://twitter.com/SAI/status/522812999711870976
SAI;2014-10-16 10:46;6;5;"Morgan Stanley: Get ready for a Tesla pickup truck! http://read.bi/ZGs5jP pic.twitter.com/Cnmflhxcyx";;;;"522805674573824000";https://twitter.com/SAI/status/522805674573824000
vallabh_iaf;2014-10-16 01:02;1;2;"" @ TechCrunch: Watch this Tesla drive itself at the press of a button http://tcrn.ch/1wbkvYK  pic.twitter.com/bgqaUfHn14" # TCSITWiz # ITRTG";;@;# #;"522658878341648384";https://twitter.com/vallabh_iaf/status/522658878341648384
DeTelecomMngr;2014-10-15 23:57;1;0;"# Tesla goed bezig met # Groen # taxi vervoer op # schiphol http://www.nu.nl/economie/3904599/recordaantal-elektrische-taxis-schiphol.html …pic.twitter.com/ai5nSuG6Fm";;;# # # #;"522642419217862656";https://twitter.com/DeTelecomMngr/status/522642419217862656
prayanks;2014-10-15 20:30;0;0;""Tesla reveals the ‘D': A new line of cars with two motors, all-wheel-drive, and ‘autopilot’" http://buff.ly/Zvc27W # innovation";;;#;"522590343632805888";https://twitter.com/prayanks/status/522590343632805888
terry_levine;2014-10-15 17:35;0;0;"MUSK: In 5 Yrs u’ll Be Able To Get In ur Car, Go To Sleep & Wake Up At ur Destination # tesla http://read.bi/1w7ytLq pic.twitter.com/kZiJIStvz0";;;#;"522546306020278275";https://twitter.com/terry_levine/status/522546306020278275
EngineerJobs;2014-10-15 17:30;1;1;"# Tesla battery-swap stations to arrive in December http://buff.ly/1vvblK9 pic.twitter.com/at0LOaKI18";;;#;"522545025239224320";https://twitter.com/EngineerJobs/status/522545025239224320
MonsonTnT;2014-10-15 17:13;0;0;"Tesla guts look more like an iPad than a car, analysis finds Is the Tesla a car or an iPad? http://lat.ms/1EUZjwq";;;;"522540706619858945";https://twitter.com/MonsonTnT/status/522540706619858945
YiannCh;2014-10-15 17:04;0;0;"Tesla's battery-swap stations will finally arriv... http://www.engadget.com/2014/10/15/teslas-battery-swap-stations-december/?ncid=rss_truncated … via @ YiannCh | https://twibble.io pic.twitter.com/UhvUOJ9xny";;@;;"522538426558857216";https://twitter.com/YiannCh/status/522538426558857216
dauger;2014-10-15 17:03;0;0;"Jay Leno on Tesla: 'We've reached the point where success is jeered' http://video.cnbc.com/gallery/?video=3000320121 …";;;;"522538364306616320";https://twitter.com/dauger/status/522538364306616320
