username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
DawnC331;2015-08-04 16:39;9;5;"Where's that diversity report? Barbara Lee calls on Apple to release diversity data http://usat.ly/1N8H0Gu  via @ usatoday";;@;;"628711810724597761";https://twitter.com/DawnC331/status/628711810724597761
weeklyascii;2015-08-04 16:32;15;14;"アノCTS登場でApple Storeが熱狂ライブ会場に！表参道LIVE SESSIONレポ - 週刊アスキー http://weekly.ascii.jp/elem/000/000/362/362717/ …";;;;"628710148819697664";https://twitter.com/weeklyascii/status/628710148819697664
applenws;2015-08-04 16:32;4;3;"MLB's Advanced Media arm inks deal to create content for NHL http://engt.co/1IiT3Ql # apple";;;#;"628710117970571264";https://twitter.com/applenws/status/628710117970571264
welt;2015-08-04 16:29;4;6;"Hier gibt es die Apple Watch auf Krankenkasse http://on.welt.de/1DrpEVj pic.twitter.com/rGDzBLRfLy";;;;"628709403999502336";https://twitter.com/welt/status/628709403999502336
LEXPRESS;2015-08-04 15:57;13;4;"Plongée dans l'Apple Campus 2, les futurs bureaux géants de la marque à la pomme http://ebx.sh/1E6gfgS pic.twitter.com/Qx58xZRuMC";;;;"628701378358210560";https://twitter.com/LEXPRESS/status/628701378358210560
applenws;2015-08-04 15:40;29;25;"Lexus lets skaters put its hoverboard to the test http://engt.co/1T1dzYI # apple";;;#;"628696998670004224";https://twitter.com/applenws/status/628696998670004224
CNBC;2015-08-04 15:20;38;16;"Apple is no longer the top smartphone maker in China: http://cnb.cx/1UiQSlo pic.twitter.com/avxNd3XZL0";;;;"628692046841298944";https://twitter.com/CNBC/status/628692046841298944
ActualidadRT;2015-08-04 15:11;48;21;"Diseñan un 'gusano informático' que afecta a los Mac desconectados de Internet http://es.rt.com/3wix # apple pic.twitter.com/Z06hJtsBOg";;;#;"628689626371244032";https://twitter.com/ActualidadRT/status/628689626371244032
TheStalwart;2015-08-04 15:04;10;11;"Apple trading volume went ballistic today. Great chart from @ callieabost http://www.bloomberg.com/news/articles/2015-08-04/volume-eruption-for-apple-shares-as-200-day-chart-line-gives-way …pic.twitter.com/zzhk5QlQIg";;@;;"628687893133946880";https://twitter.com/TheStalwart/status/628687893133946880
globebusiness;2015-08-04 14:59;11;11;"New mobile wallet apps prepare for Apple Pay’s Canadian launch http://trib.al/SVXFioO";;;;"628686762727067649";https://twitter.com/globebusiness/status/628686762727067649
WSJTech;2015-08-04 16:56;4;4;"Apple is in correction territory. Does this mean more carnage to come? http://on.wsj.com/1M3xVQB";;;;"628716058220720128";https://twitter.com/WSJTech/status/628716058220720128
telediariomty;2015-08-04 16:02;1;2;"@ taylorswift13 habló para la revista @ VanityFair sobre Kanye West, Apple y sus amigas --> http://bit.ly/1IKJfA6 pic.twitter.com/xb73VMPhem";;@ @;;"628702467836899328";https://twitter.com/telediariomty/status/628702467836899328
Excelsior;2015-08-04 15:56;1;4;"Apple rechaza plan para ofrecer servicios móviles a usuarios http://bit.ly/1UlQcf2 pic.twitter.com/WTiuQhm434";;;;"628701071540531201";https://twitter.com/Excelsior/status/628701071540531201
usatodaytech;2015-08-04 15:43;4;3;"Barbara Lee calls on Apple to release diversity data http://www.usatoday.com/story/tech/2015/08/04/barbara-lee-black-caucus-federal-diversity-data-apple/31128479/ … via @ jguynn";;@;;"628697856438734848";https://twitter.com/usatodaytech/status/628697856438734848
OpenTable;2015-08-04 15:33;2;3;"Apple and Google aim to know what you want before you do (Hint: Food!) http://on.wsj.com/1HmgLr3  via @ WSJpic.twitter.com/Jvqpf46R58";;@;;"628695292976758784";https://twitter.com/OpenTable/status/628695292976758784
HuffPostTech;2015-08-04 15:30;10;7;"If you think the Apple Watch is ridiculous, you ain't seen nothing yet http://huff.to/1DqTwRH";;;;"628694435338055680";https://twitter.com/HuffPostTech/status/628694435338055680
ChristophDuemig;2015-08-04 14:54;0;0;"Edel-Netz für iPhone-Nutzer: So will Apple den Mobilfunk revolutionieren http://www.stern.de/digital/smartphones/iphone-nutzer-kriegen-edel-netz--apple-will-mobilfunk-revolution-6370374.html …";;;;"628685421837451264";https://twitter.com/ChristophDuemig/status/628685421837451264
MarketWatch;2015-08-04 14:44;13;12;"Apple, Google: We know what you want before you do. VIDEO: http://on.mktw.net/1g5OUW9 $ AAPL $ GOOGpic.twitter.com/uTX9pSzVFB";;;;"628683063258710017";https://twitter.com/MarketWatch/status/628683063258710017
globebusiness;2015-08-04 14:44;6;8;"Apple Canada tells Ingram to stop selling used iPhones to Wind http://trib.al/VL0tBRb";;;;"628682833326940160";https://twitter.com/globebusiness/status/628682833326940160
VentureBeat;2015-08-04 14:40;12;7;"Apple denies it plans to sell mobile services directly to consumers http://onvb.co/m7puih0 pic.twitter.com/w7L8w1KVtV";;;;"628681969308725248";https://twitter.com/VentureBeat/status/628681969308725248
HuffPostTech;2015-08-04 14:21;9;11;"Apple might let Siri take control of your voicemails http://huff.to/1IKMmIg";;;;"628677265979756545";https://twitter.com/HuffPostTech/status/628677265979756545
TheNextWeb;2015-08-04 14:14;19;12;"Literally why does this luxury watch have an Apple Watch attached to it? http://thenextweb.com/gadgets/2015/08/04/literally-why/ …pic.twitter.com/YNxrz4Hdkc";;;;"628675297228025856";https://twitter.com/TheNextWeb/status/628675297228025856
TechCrunch;2015-08-04 14:14;24;11;"Kobalt’s AMRA inks its first licensing deal: a centralised, landmark licensing agreement with Apple Music http://tcrn.ch/1Ih4GHv";;;;"628675292782010368";https://twitter.com/TechCrunch/status/628675292782010368
b_fung;2015-08-04 12:55;35;42;"It'd actually be really dumb of Apple to launch its own cellphone service. Here’s why. https://www.washingtonpost.com/news/the-switch/wp/2015/08/04/why-apple-would-be-incredibly-dumb-to-launch-its-own-cellphone-service/ …pic.twitter.com/TELz4PR6G6";;;;"628655462653796352";https://twitter.com/b_fung/status/628655462653796352
shayhowe;2015-08-04 12:39;6;13;"We’ve been busy here at @ BellyCard, now with an even stronger product & Apple partnership! http://techcrunch.com/2015/08/04/loyalty-startup-belly-builds-on-opportunities-of-apple-partnership-launches-new-marketing-suite/ …pic.twitter.com/1iMTIsphGD";;@;;"628651396263464960";https://twitter.com/shayhowe/status/628651396263464960
MarketWatch;2015-08-04 12:20;21;18;"Opinion: The bad news on Apple’s stock is only beginning: http://on.mktw.net/1UlndrD pic.twitter.com/RPmZj4dWCT";;;;"628646614081646592";https://twitter.com/MarketWatch/status/628646614081646592
CondeNast;2015-08-04 12:13;9;14;"In @ vanityfair's September cover story, @ taylorswift13 reveals how she stood up to Apple: http://cndn.st/zs7kkCn pic.twitter.com/pmUKUZgcdJ";;@ @;;"628644977350979584";https://twitter.com/CondeNast/status/628644977350979584
EW;2015-08-04 12:11;34;41;"Apple Music will stream Dr. Dre's # Compton before release date: http://ow.ly/QumXF pic.twitter.com/pIqYeRpcHq";;;#;"628644376915386368";https://twitter.com/EW/status/628644376915386368
mashable;2015-08-04 12:00;38;22;"Apple denies that it's working on its own cellular service http://on.mash.to/1ML5MP5";;;;"628641609576521729";https://twitter.com/mashable/status/628641609576521729
ReutersBiz;2015-08-04 11:53;68;39;"# Apple denies plan to market mobile services directly to consumers: http://reut.rs/1ONYzw7 pic.twitter.com/CH4bGOhdQ9";;;#;"628639820726861824";https://twitter.com/ReutersBiz/status/628639820726861824
businessinsider;2015-08-04 11:46;25;30;"Apple just dropped a big hint about a new iMac with a gorgeous screen http://read.bi/1HokFQl pic.twitter.com/A3Z9gyrWyK";;;;"628638246663229440";https://twitter.com/businessinsider/status/628638246663229440
CNET;2015-08-04 11:45;17;26;"Taylor Swift: How I defeated Apple at 4 a.m. http://cnet.co/1eQNs9r pic.twitter.com/39DLzcHtUn";;;;"628637797482655749";https://twitter.com/CNET/status/628637797482655749
markuman;2015-08-04 11:33;0;0;"Microsoft und Apple könnten Puerto Rico zwei mal kaufen http://www.heise.de/newsticker/meldung/Microsoft-hortet-ueber-100-Milliarden-US-Dollar-ausserhalb-der-USA-2770504.html … Ironischerweise horten die u.a. auch in Puerto Rico ihr Geld";;;;"628634768859598849";https://twitter.com/markuman/status/628634768859598849
elpais_economia;2015-08-04 11:30;25;11;"Apple tropieza en China y pierde el favor de los inversores http://ow.ly/Quc5g  Lo cuenta @ sandro_pozzipic.twitter.com/gUOBXJr9TX";;@;;"628634139881816064";https://twitter.com/elpais_economia/status/628634139881816064
Recode;2015-08-04 11:27;4;5;"Apple doing its own cellular service doesn't make sense right now http://on.recode.net/1eQH4yU  by @ InaFriedpic.twitter.com/118sJpboVu";;@;;"628633305227771904";https://twitter.com/Recode/status/628633305227771904
MarketWatch;2015-08-04 11:24;16;12;"What’s next for Apple after dropping below 200-day moving average? VIDEO: http://on.mktw.net/1DqSwwS $ AAPLpic.twitter.com/1aH6rDJH8K";;;;"628632692133888000";https://twitter.com/MarketWatch/status/628632692133888000
TechCrunch;2015-08-04 11:21;36;14;"Apple Denies Making Plans To Be A Wireless Carrier http://tcrn.ch/1ONUbNv  by @ drew";;@;;"628631964010942464";https://twitter.com/TechCrunch/status/628631964010942464
Milenio;2015-08-04 11:20;5;13;". @ taylorswift13 habla sobre Kanye West, Apple y sus amigas en @ VanityFair http://mile.io/1HodW92  (vía @ mileniohey)pic.twitter.com/N1l1IXW8Nv";;@ @ @;;"628631517850308610";https://twitter.com/Milenio/status/628631517850308610
iRUN_de;2015-08-04 11:12;0;0;":D "...Du umgibst du dich mit den Mächtigen dieser Welt (Apple-Chef Tim Cook, Bild-Chef Kai Diekmann, USA-Chef... http://fb.me/7sk0KkMzi";;;;"628629566978945024";https://twitter.com/iRUN_de/status/628629566978945024
futureshift;2015-08-04 11:08;12;11;"Apple denies that it's working on its own cellular service http://on.mash.to/1UllPW1";;;;"628628565005848576";https://twitter.com/futureshift/status/628628565005848576
