username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
CNET;2014-12-15 15:45;12;11;"Apple's holiday ad delivers a beautiful song from the heart http://cnet.co/1wz5anO";;;;"544639332142051329";https://twitter.com/CNET/status/544639332142051329
CNBC;2014-12-15 15:45;27;12;"Apple and Samsung have serious competition in the world's fourth-biggest smartphone maker: http://cnb.cx/1DChfxB pic.twitter.com/NXNbrOLXM8";;;;"544639320544800768";https://twitter.com/CNBC/status/544639320544800768
TechCrunch;2014-12-15 15:00;17;6;"Apple’s holiday ad paints the iPad as a device that bridges generations http://tcrn.ch/1xl2XxZ";;;;"544628036805853185";https://twitter.com/TechCrunch/status/544628036805853185
CNNMoney;2014-12-15 14:56;13;6;"Why Apple is defending Microsoft in court http://cnnmon.ie/1zhFAon  By @ DavidGoldmanCNNpic.twitter.com/wYZEF1vV2x";;@;;"544626990179827712";https://twitter.com/CNNMoney/status/544626990179827712
Independent;2014-12-15 13:46;22;27;"Apple has left no heartstring un-pulled in its latest commercial.. http://ind.pn/13pRVuY pic.twitter.com/8x5WI0cfsK";;;;"544609392788643840";https://twitter.com/Independent/status/544609392788643840
LeadonYoung;2014-12-15 13:12;2;4;"Consumers spend more impulsively when paying is easy - Apple Pay Will Make You Buy More Useless Junk http://nymag.com/scienceofus/2014/09/apple-pay-will-make-you-buy-more-useless-junk.html …";;;;"544600836492369920";https://twitter.com/LeadonYoung/status/544600836492369920
nytimes;2014-12-15 12:40;100;80;"In China, the smartphone battle used to be Samsung versus Apple. But not anymore. http://nyti.ms/16oFa50";;;;"544592767587217408";https://twitter.com/nytimes/status/544592767587217408
CNBC;2014-12-15 12:30;21;11;"Watch out, Apple and Samsung. Meet the new fourth-biggest smartphone seller: http://cnb.cx/1DChfxB pic.twitter.com/qm6BgrxciJ";;;;"544590266116485120";https://twitter.com/CNBC/status/544590266116485120
futureshift;2014-12-15 12:21;12;5;"Apple Health will track sodium intake, but not a menstrual cycle. Why QS apps overlook women http://on.mash.to/16oyoMp  via @ theatlantic";;@;;"544588086722969600";https://twitter.com/futureshift/status/544588086722969600
DavidGoldmanCNN;2014-12-15 14:01;14;6;"Why Apple is defending Microsoft in court http://cnnmon.ie/1zYGBSt pic.twitter.com/cqa743TOQb";;;;"544613161601880065";https://twitter.com/DavidGoldmanCNN/status/544613161601880065
businessinsider;2014-12-15 12:17;14;15;"Apple sent its employees this heartwarming letter and custom gift for the holidays http://read.bi/1DCw0k7";;;;"544587052097224706";https://twitter.com/businessinsider/status/544587052097224706
Newsweek;2014-12-15 11:30;19;9;"How Google and Apple make their taxes disappear: http://bit.ly/1ySQjSh";;;;"544575137639444480";https://twitter.com/Newsweek/status/544575137639444480
CNET;2014-12-15 11:25;78;28;"You can now preorder your $30,000 diamond-bedazzled Apple Watch http://cnet.co/1vSA3yp pic.twitter.com/XaDgHEkLbj";;;;"544573892673929216";https://twitter.com/CNET/status/544573892673929216
Independent;2014-12-15 10:43;13;12;"Apple's new advert is admittedly pretty touching... http://ind.pn/13pRVuY pic.twitter.com/cn8pluwk9j";;;;"544563354098872321";https://twitter.com/Independent/status/544563354098872321
ExpansionMx;2014-12-15 09:25;25;15;"Y las apps para Apple destacadas de este 2014 son… http://cnn.mx/n002C6Q  pic.twitter.com/n8nkHzu11d"";;;;"544543727117926400";https://twitter.com/ExpansionMx/status/544543727117926400
HuffPost;2014-12-15 09:25;40;38;"New Apple commercial reminds us exactly why we're excited for the holidays http://huff.to/1AdvEul";;;;"544543686374486018";https://twitter.com/HuffPost/status/544543686374486018
TIME;2014-12-15 09:00;33;41;"Watch Apple's new heartwarming holiday ad http://ti.me/1GoMZUP";;;;"544537433841618944";https://twitter.com/TIME/status/544537433841618944
businessinsider;2014-12-15 08:52;23;23;"What's it's like interviewing to get a job at Apple http://read.bi/1yUwqPE";;;;"544535475143577601";https://twitter.com/businessinsider/status/544535475143577601
Independent;2014-12-15 08:43;11;15;"Apple's new advert is admittedly pretty touching.. http://ind.pn/13pRVuY pic.twitter.com/OvzKYVsyxP";;;;"544533096930877440";https://twitter.com/Independent/status/544533096930877440
ForbesTech;2014-12-15 08:20;16;9;"It looks like Apple snuck some Bluetooth fixes into the latest iOS update: http://onforb.es/1BPmCaM";;;;"544527302760353793";https://twitter.com/ForbesTech/status/544527302760353793
NPR;2014-12-15 08:09;15;5;"Book News: Apple Enters A New Round In E-Book Price-Fixing Fight http://n.pr/1BK4Vqq";;;;"544524551472676864";https://twitter.com/NPR/status/544524551472676864
folha;2014-12-15 08:05;61;77;"Apple-1 vendido por Jobs nos anos 1970 é leiloado por US$ 365 mil http://folha.com/no1562539 pic.twitter.com/5vKXP094GA";;;;"544523576120848384";https://twitter.com/folha/status/544523576120848384
HuffPostUKTech;2014-12-15 08:00;7;4;"Apple's Christmas ad is an emotional rollercoaster. http://huff.to/1uNvKVT pic.twitter.com/3ZoZFeoF9h";;;;"544522356056543234";https://twitter.com/HuffPostUKTech/status/544522356056543234
BuzzFeedUK;2014-12-15 07:12;5;11;"Apple’s new Christmas advert will turn you into a puddle of mush http://www.buzzfeed.com/alanwhite/theannualchristmasfeelscontestrageson?bftw=uk …pic.twitter.com/tmIJkWI82Y";;;;"544510435673001986";https://twitter.com/BuzzFeedUK/status/544510435673001986
