username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
lemondefr;2016-03-13 16:57;47;37;"Le fondateur de Wikipédia apporte son soutien à Apple sur le chiffrement http://bit.ly/22calvf pic.twitter.com/3I9Hxne94p";;;;"709166408018563073";https://twitter.com/lemondefr/status/709166408018563073
TechCrunch;2016-03-13 16:39;127;120;"Why Apple is right to resist the FBI http://tcrn.ch/1TY3FMV";;;;"709161892254769153";https://twitter.com/TechCrunch/status/709161892254769153
FastCompany;2016-03-13 15:34;38;49;"The Apple Watch 2 just might be the device's great leap forward: http://buff.ly/22e3yO9  via @ thesullivanpic.twitter.com/ccP5yuyQj5";;@;;"709145751159513090";https://twitter.com/FastCompany/status/709145751159513090
nixcraft;2016-03-13 15:24;36;14;"Florida sheriff pledges to arrest CEO Tim Cook if Apple resists crypto cooperation # wtf # privacy # securityhttp://arstechnica.com/tech-policy/2016/03/florida-sheriff-pledges-to-arrest-ceo-tim-cook-if-apple-resisted-cooperation/ …";;;# # #;"709143013641965568";https://twitter.com/nixcraft/status/709143013641965568
itmedia_news;2016-03-13 15:04;23;20;"iPhoneの裏タスク終了はバッテリ節約？　Appleの公式見解は http://bit.ly/1pos3dV pic.twitter.com/5r7WloYw4R";;;;"709138108223135744";https://twitter.com/itmedia_news/status/709138108223135744
CNET;2016-03-13 14:20;42;32;"Apple's biggest problem is a marketing problem http://cnet.co/1pFpYtK pic.twitter.com/gfyIj6lsxB";;;;"709126949273214980";https://twitter.com/CNET/status/709126949273214980
Y_arquitectura;2016-03-13 14:10;23;21;"Estado de las obras del Campus de Apple en Cupertino. Foster+Partners http://mashable.com/2016/03/07/apple-campus-2-photos-spaceship/#8_wdyMP3Okqx … # 10Y10pic.twitter.com/QT2GsKpVHv";;;#8_wdyMP3Okqx #;"709124488101810177";https://twitter.com/Y_arquitectura/status/709124488101810177
LesEchos;2016-03-13 12:00;31;20;"Pour Snowden, le FBI n'a pas besoin d'Apple pour déverrouiller un iPhone >> http://trib.al/echnUXN # Zappingpic.twitter.com/4TVwQmNGBW";;;#;"709091704821907456";https://twitter.com/LesEchos/status/709091704821907456
olhardigital;2016-03-13 10:00;16;16;"Fechar aplicativos economiza bateria do iPhone? Apple esclarece esta 'lenda' http://bit.ly/1QLw2Kj # DestaquesDaSemana";;;#;"709061535037988864";https://twitter.com/olhardigital/status/709061535037988864
Tmo_Wizard;2016-03-13 09:37;0;0;"Sheriff will Apple-Chef Tim Cook verhaften: “Ich werfe den Halunken in eine Zelle - CHIP http://www.chip.de/news/Sheriff-will-Apple-Chef-Tim-Cook-verhaften-Ich-werfe-den-Halunken-in-eine-Zelle_90928171.html … http://fb.me/4tD3fu1ol";;;;"709055753269678080";https://twitter.com/Tmo_Wizard/status/709055753269678080
CNET;2016-03-13 09:20;69;95;"Apple co-founder Steve Wozniak: "I side with Apple on this one" in FBI iPhone case http://cnet.co/1SH76WK pic.twitter.com/KQfycLq7i9";;;;"709051411665952772";https://twitter.com/CNET/status/709051411665952772
MarshaCollier;2016-03-13 16:28;16;4;"Apple Confirms Killing Your Apps Doesn't Really Save Battery Life http://on.mash.to/1YOluNl";;;;"709159186429571072";https://twitter.com/MarshaCollier/status/709159186429571072
topitmedia;2016-03-13 15:10;12;9;"［http://www.itmedia.co.jp ］iPhoneの裏タスク終了はバッテリ節約？　Appleの公式見解は http://bit.ly/1Ll0oUP";;;;"709139596416712704";https://twitter.com/topitmedia/status/709139596416712704
BIUK;2016-03-13 14:30;2;6;"Apple just busted the biggest myth about how to save your iPhone's battery life http://buff.ly/1pBEDq0 pic.twitter.com/twPKBGATWm";;;;"709129510462091266";https://twitter.com/BIUK/status/709129510462091266
MarkGKirshner;2016-03-13 13:36;4;3;"Is Apple vs. FBI ‘Groundhog Day’ For Tech? Facebook, Google And Microsoft Debate The Case For Privacy http://ppr.li/r?trail=contributor%3Dtwitter%3A3376018401&url=http%3A%2F%2Fwww.ibtimes.com%2Fapple-vs-fbi-groundhog-day-tech-facebook-google-microsoft-debate-case-privacy-2335268&urlhash=304e8395&src=paperli.share …";;;;"709115968400834565";https://twitter.com/MarkGKirshner/status/709115968400834565
BBCEngland;2016-03-13 12:40;11;10;"Rare promotional photos of The Beatles given to teen by Apple Records guard to be sold http://bbc.in/1YOcEPK pic.twitter.com/fwinwHAkbV";;;;"709101942979559424";https://twitter.com/BBCEngland/status/709101942979559424
