username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
LegatumInst;2014-12-22 15:54;8;3;"'Wearable' gadgets are doomed, says # Apple co-founder http://ow.ly/GjESD pic.twitter.com/CnC6xM4uc6";;;#;"547178446515077120";https://twitter.com/LegatumInst/status/547178446515077120
mashable;2014-12-22 14:57;62;42;"Disney World to accept Apple Pay, Google Wallet starting this week http://on.mash.to/1CxmKJD";;;;"547163989596446720";https://twitter.com/mashable/status/547163989596446720
TechCrunch;2014-12-22 14:42;48;36;"Apple has expanded its social media marketing efforts to include Tumblr once again http://tcrn.ch/1AzweVt";;;;"547160187770249216";https://twitter.com/TechCrunch/status/547160187770249216
engadgetjp;2014-12-22 14:30;10;14;"マイクロソフトの奇妙な同期スライドショーアプリXim更新。Apple TVやChromecast、Xbox... http://japanese.engadget.com/2014/12/22/xim-apple-tv-chromecast-xbox-one/ …pic.twitter.com/7kE20vPIiF";;;;"547157147227004929";https://twitter.com/engadgetjp/status/547157147227004929
CNBC;2014-12-22 14:20;30;16;""I'd rather own Russia than Apple." » http://cnb.cx/1rcrtPA pic.twitter.com/3FnWotlKVQ";;;;"547154631944445952";https://twitter.com/CNBC/status/547154631944445952
engadget;2014-12-22 14:16;42;19;"Apple's online store returns to Russia with huge price hikes http://engt.co/1zXhmjN pic.twitter.com/zfvWTDfbKk";;;;"547153621302145024";https://twitter.com/engadget/status/547153621302145024
HuffPost;2014-12-22 14:05;53;37;"Apple makes $3 billion by selling iPhones with barebones storage http://huff.to/1zONPY6";;;;"547150865938006016";https://twitter.com/HuffPost/status/547150865938006016
BloombergTV;2014-12-22 13:35;18;7;". @ TAGHeuer to launch a smartwatch to rival Apple: http://bloom.bg/13VLsYP pic.twitter.com/Y5YkfLXJAy";;@;;"547143312785047554";https://twitter.com/BloombergTV/status/547143312785047554
chicagotribune;2014-12-22 12:51;19;8;"Four men reportedly stole more than $10,000 of merchandise from an Apple Store in Naperville: http://trib.in/1zpH5Cp pic.twitter.com/BhFR7r5DtS";;;;"547132260202610688";https://twitter.com/chicagotribune/status/547132260202610688
TechCrunch;2014-12-22 12:39;33;28;"DockPhone is the phone dialer Apple forgot to put in Yosemite http://tcrn.ch/1AykVwK";;;;"547129237917159424";https://twitter.com/TechCrunch/status/547129237917159424
CNBCi;2014-12-22 14:56;5;1;"Apple hikes iPhone price in Russia on sliding ruble: http://cnb.cx/1JKKdvQ pic.twitter.com/FpRuv7Z9bh";;;;"547163789628407808";https://twitter.com/CNBCi/status/547163789628407808
