username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ZachKinnaman;2014-02-16 15:36;2;2;"Will the Apple iWatch predict heart attacks? http://www.businessinsider.com/apple-iwatch-to-predict-heart-attacks-2014-2 … # apple # iwatch # tech";;;# # #;"435196105983143937";https://twitter.com/ZachKinnaman/status/435196105983143937
SAI;2014-02-16 15:35;16;10;"Apple and Google are rejecting new apps with the word "flappy" in the title http://read.bi/1dY66Ve";;;;"435195751950729216";https://twitter.com/SAI/status/435195751950729216
ActualidadRT;2014-02-16 15:26;18;15;"Imágenes: ¿Cómo sería una ciudad diseñada por # Apple, # Facebook o # Google? http://es.rt.com/vdS pic.twitter.com/hpXD5HcY8r";;;# # #;"435193443896549377";https://twitter.com/ActualidadRT/status/435193443896549377
mashable;2014-02-16 15:06;102;44;"Apple Prepping Sensors That Predict Heart Attacks, Report Says http://on.mash.to/1kMv2Hw";;;;"435188353529815041";https://twitter.com/mashable/status/435188353529815041
psteinberg;2014-02-16 14:03;4;9;"NetAppVoice: How To Rule Your Industry: Be Apple, Google Or Starbucks (Or Be Like Them) http://onforb.es/1bT6t4F  via @ forbes # startup";;@;#;"435172701779398656";https://twitter.com/psteinberg/status/435172701779398656
iFixit;2014-02-16 13:30;8;8;"Is the Apple turning ... green? http://lat.ms/1dXKjgl pic.twitter.com/Tt69r8lR7C";;;;"435164221991448576";https://twitter.com/iFixit/status/435164221991448576
